Time(ms),Voltage(mV),Current(nA),Energy(uJ)
1738,3300,6.55e+006,37038.8
1738.5,3300,6.55e+006,37049.9
1739,3300,6.71e+006,37061
1739.5,3300,6.71e+006,37072.4
1740,3300,6.71e+006,37083.5
1740.5,3300,6.71e+006,37094.2
1741,3300,6.71e+006,37105.3
1741.5,3300,6.71e+006,37116.3
1742,3300,6.71e+006,37127.4
1742.5,3300,6.71e+006,37138.5
1743,3300,6.71e+006,37148.8
1743.5,3300,6.3901e+006,37159
1744,3300,6.3901e+006,37169.3
1744.5,3300,6.3901e+006,37179.6
1745,3300,6.2301e+006,37189.9
1745.5,3300,6.2301e+006,37199.8
1746,3300,6.2301e+006,37209.6
1746.5,3300,6.0702e+006,37219.9
1747,3300,6.0702e+006,37230.6
1747.5,3300,6.0702e+006,37241.3
1748,3300,6.4701e+006,37251.9
1748.5,3300,6.4701e+006,37262.6
1749,3300,6.4701e+006,37273.7
1749.5,3300,6.55e+006,37284.4
1750,3300,6.55e+006,37295
1750.5,3300,6.55e+006,37306.1
1751,3300,6.63e+006,37317.2
1751.5,3300,6.63e+006,37327.9
1752,3300,6.63e+006,37338.5
1752.5,3300,6.4701e+006,37349.2
1753,3300,6.4701e+006,37359.9
1753.5,3300,6.4701e+006,37370.6
1754,3300,6.3901e+006,37380.8
1754.5,3300,6.3901e+006,37391.1
1755,3300,6.3901e+006,37402.2
1755.5,3300,6.4701e+006,37412.9
1756,3300,6.4701e+006,37423.9
1756.5,3300,6.4701e+006,37435.4
1757,3300,6.79e+006,37446.5
1757.5,3300,6.79e+006,37458.3
1758,3300,6.79e+006,37469.8
1758.5,3300,7.0299e+006,37481.3
1759,3300,7.0299e+006,37492.4
1759.5,3300,7.0299e+006,37503
1760,3300,6.4701e+006,37513.3
1760.5,3300,6.4701e+006,37524
1761,3300,6.4701e+006,37534.3
1761.5,3300,6.3101e+006,37544.5
1762,3300,6.3101e+006,37554.4
1762.5,3300,6.3101e+006,37564.7
1763,3300,6.0702e+006,37574.6
1763.5,3300,6.0702e+006,37584.9
1764,3300,6.0702e+006,37595.2
1764.5,3300,6.2301e+006,37605.4
1765,3300,6.2301e+006,37615.7
1765.5,3300,6.2301e+006,37626
1766,3300,6.3101e+006,37636.7
1766.5,3300,6.3101e+006,37646.9
1767,3300,6.3101e+006,37657.6
1767.5,3300,6.3901e+006,37668.3
1768,3300,6.3901e+006,37679.4
1768.5,3300,6.3901e+006,37690
1769,3300,6.63e+006,37701.1
1769.5,3300,6.63e+006,37711.4
1770,3300,6.63e+006,37722.5
1770.5,3300,6.4701e+006,37733.1
1771,3300,6.4701e+006,37744.2
1771.5,3300,6.4701e+006,37755.7
1772,3300,6.79e+006,37766.8
1772.5,3300,6.79e+006,37778.2
1773,3300,6.79e+006,37789.3
1773.5,3300,6.79e+006,37800.4
1774,3300,6.79e+006,37811.4
1774.5,3300,6.79e+006,37822.5
1775,3300,6.71e+006,37833.6
1775.5,3300,6.71e+006,37844.6
1776,3300,6.71e+006,37854.9
1776.5,3300,6.4701e+006,37865.6
1777,3300,6.4701e+006,37876.3
1777.5,3300,6.4701e+006,37887.4
1778,3300,6.55e+006,37898
1778.5,3300,6.55e+006,37908.3
1779,3300,6.55e+006,37918.6
1779.5,3300,6.3101e+006,37929.3
1780,3300,6.3101e+006,37939.5
1780.5,3300,6.3101e+006,37949.8
1781,3300,6.3101e+006,37960.5
1781.5,3300,6.3101e+006,37970.8
1782,3300,6.3101e+006,37981.5
1782.5,3300,6.3101e+006,37991.7
1783,3300,6.3101e+006,38002
1783.5,3300,6.3101e+006,38012.3
1784,3300,6.2301e+006,38022.6
1784.5,3300,6.2301e+006,38032.9
1785,3300,6.2301e+006,38042.7
1785.5,3300,6.2301e+006,38053.4
1786,3300,6.2301e+006,38063.7
1786.5,3300,6.2301e+006,38074.4
1787,3300,6.3901e+006,38085
1787.5,3300,6.3901e+006,38095.7
1788,3300,6.3901e+006,38107.2
1788.5,3300,6.71e+006,38118.3
1789,3300,6.71e+006,38129.7
1789.5,3300,6.71e+006,38141.2
1790,3300,6.9499e+006,38152.7
1790.5,3300,6.9499e+006,38164.1
1791,3300,6.9499e+006,38175.6
1791.5,3300,6.9499e+006,38187.1
1792,3300,6.9499e+006,38198.5
1792.5,3300,6.9499e+006,38209.2
1793,3300,6.63e+006,38219.9
1793.5,3300,6.63e+006,38230.2
1794,3300,6.63e+006,38240.8
1794.5,3300,6.3101e+006,38251.1
1795,3300,6.3101e+006,38261
1795.5,3300,6.3101e+006,38270.9
1796,3300,6.0702e+006,38281.2
1796.5,3300,6.0702e+006,38291.8
1797,3300,6.0702e+006,38302.5
1797.5,3300,6.55e+006,38313.6
1798,3300,6.55e+006,38324.7
1798.5,3300,6.55e+006,38335.3
1799,3300,6.55e+006,38346
1799.5,3300,6.55e+006,38356.3
1800,3300,6.55e+006,38367
1800.5,3300,6.3101e+006,38377.2
1801,3300,6.3101e+006,38387.9
1801.5,3300,6.3101e+006,38398.2
1802,3300,6.3101e+006,38408.5
1802.5,3300,6.3101e+006,38419.2
1803,3300,6.3101e+006,38429.4
1803.5,3300,6.3101e+006,38439.7
1804,3300,6.3101e+006,38450
1804.5,3300,6.3101e+006,38460.7
1805,3300,6.4701e+006,38471.7
1805.5,3300,6.4701e+006,38482.4
1806,3300,6.4701e+006,38493.5
1806.5,3300,6.71e+006,38505
1807,3300,6.71e+006,38516
1807.5,3300,6.71e+006,38527.5
1808,3300,6.79e+006,38538.6
1808.5,3300,6.79e+006,38549.6
1809,3300,6.79e+006,38560.7
1809.5,3300,6.63e+006,38571.4
1810,3300,6.63e+006,38582.1
1810.5,3300,6.63e+006,38593.1
1811,3300,6.55e+006,38603.8
1811.5,3300,6.55e+006,38614.1
1812,3300,6.55e+006,38624.8
1812.5,3300,6.3901e+006,38635.4
1813,3300,6.3901e+006,38646.1
1813.5,3300,6.3901e+006,38656.4
1814,3300,6.3901e+006,38667.1
1814.5,3300,6.3901e+006,38677.3
1815,3300,6.3901e+006,38687.6
1815.5,3300,6.3101e+006,38698.3
1816,3300,6.3101e+006,38708.6
1816.5,3300,6.3101e+006,38719.3
1817,3300,6.3901e+006,38729.9
1817.5,3300,6.3901e+006,38741
1818,3300,6.3901e+006,38752.1
1818.5,3300,6.63e+006,38762.8
1819,3300,6.63e+006,38773.4
1819.5,3300,6.63e+006,38783.7
1820,3300,6.3901e+006,38794.4
1820.5,3300,6.3901e+006,38805.1
1821,3300,6.3901e+006,38816.1
1821.5,3300,6.63e+006,38827.2
1822,3300,6.63e+006,38838.3
1822.5,3300,6.63e+006,38848.9
1823,3300,6.63e+006,38860
1823.5,3300,6.63e+006,38870.7
1824,3300,6.63e+006,38881.8
1824.5,3300,6.55e+006,38892.4
1825,3300,6.55e+006,38903.1
1825.5,3300,6.55e+006,38913.4
1826,3300,6.3901e+006,38924.1
1826.5,3300,6.3901e+006,38934.4
1827,3300,6.3901e+006,38945
1827.5,3300,6.3901e+006,38955.7
1828,3300,6.3901e+006,38965.6
1828.5,3300,6.3901e+006,38976.3
1829,3300,6.3101e+006,38986.9
1829.5,3300,6.3101e+006,38997.6
1830,3300,6.3101e+006,39008.7
1830.5,3300,6.63e+006,39019.8
1831,3300,6.63e+006,39030.4
1831.5,3300,6.63e+006,39041.1
1832,3300,6.55e+006,39052.2
1832.5,3300,6.55e+006,39062.9
1833,3300,6.55e+006,39073.1
1833.5,3300,6.3901e+006,39083.8
1834,3300,6.3901e+006,39094.5
1834.5,3300,6.3901e+006,39104.8
1835,3300,6.3101e+006,39115
1835.5,3300,6.3101e+006,39125.3
1836,3300,6.3101e+006,39136
1836.5,3300,6.3901e+006,39146.7
1837,3300,6.3901e+006,39157.7
1837.5,3300,6.3901e+006,39169.2
1838,3300,6.8699e+006,39180.7
1838.5,3300,6.8699e+006,39192.1
1839,3300,6.8699e+006,39203.2
1839.5,3300,6.8699e+006,39214.7
1840,3300,6.8699e+006,39225.8
1840.5,3300,6.8699e+006,39236.8
1841,3300,6.63e+006,39247.5
1841.5,3300,6.63e+006,39258.2
1842,3300,6.63e+006,39268.9
1842.5,3300,6.3901e+006,39279.1
1843,3300,6.3901e+006,39289.4
1843.5,3300,6.3901e+006,39299.7
1844,3300,6.1502e+006,39309.6
1844.5,3300,6.1502e+006,39319.5
1845,3300,6.1502e+006,39329.3
1845.5,3300,6.0702e+006,39339.6
1846,3300,6.0702e+006,39350.3
1846.5,3300,6.0702e+006,39360.6
1847,3300,6.3901e+006,39371.3
1847.5,3300,6.3901e+006,39381.9
1848,3300,6.3901e+006,39392.6
1848.5,3300,6.4701e+006,39403.3
1849,3300,6.4701e+006,39414.4
1849.5,3300,6.4701e+006,39425
1850,3300,6.63e+006,39436.1
1850.5,3300,6.63e+006,39446.8
1851,3300,6.63e+006,39457.9
1851.5,3300,6.55e+006,39468.5
1852,3300,6.55e+006,39479.2
1852.5,3300,6.55e+006,39489.9
1853,3300,6.4701e+006,39500.6
1853.5,3300,6.4701e+006,39511.6
1854,3300,6.4701e+006,39523.1
1854.5,3300,6.71e+006,39533.8
1855,3300,6.71e+006,39544.4
1855.5,3300,6.71e+006,39555.5
1856,3300,6.63e+006,39566.6
1856.5,3300,6.63e+006,39577.7
1857,3300,6.63e+006,39589.1
1857.5,3300,6.9499e+006,39601
1858,3300,6.9499e+006,39612.1
1858.5,3300,6.9499e+006,39622.7
1859,3300,6.55e+006,39633.4
1859.5,3300,6.55e+006,39643.7
1860,3300,6.55e+006,39654.4
1860.5,3300,6.2301e+006,39664.3
1861,3300,6.2301e+006,39674.1
1861.5,3300,6.2301e+006,39684.4
1862,3300,6.1502e+006,39694.7
1862.5,3300,6.1502e+006,39705.4
1863,3300,6.1502e+006,39715.7
1863.5,3300,6.3101e+006,39725.9
1864,3300,6.3101e+006,39736.2
1864.5,3300,6.3101e+006,39746.5
1865,3300,6.2301e+006,39756.8
1865.5,3300,6.2301e+006,39767
1866,3300,6.2301e+006,39777.3
1866.5,3300,6.3101e+006,39788
1867,3300,6.3101e+006,39798.7
1867.5,3300,6.3101e+006,39809.4
1868,3300,6.4701e+006,39820
1868.5,3300,6.4701e+006,39830.7
1869,3300,6.4701e+006,39841.8
1869.5,3300,6.55e+006,39852.5
1870,3300,6.55e+006,39863.5
1870.5,3300,6.55e+006,39875.4
1871,3300,6.9499e+006,39886.9
1871.5,3300,6.9499e+006,39897.9
1872,3300,6.9499e+006,39909.4
1872.5,3300,6.8699e+006,39920.9
1873,3300,6.8699e+006,39931.9
1873.5,3300,6.8699e+006,39943
1874,3300,6.71e+006,39954.1
1874.5,3300,6.71e+006,39964.4
1875,3300,6.71e+006,39975
1875.5,3300,6.3101e+006,39985.3
1876,3300,6.3101e+006,39995.6
1876.5,3300,6.3101e+006,40006.3
1877,3300,6.3101e+006,40016.5
1877.5,3300,6.3101e+006,40027.2
1878,3300,6.3101e+006,40037.9
1878.5,3300,6.4701e+006,40048.6
1879,3300,6.4701e+006,40059.2
1879.5,3300,6.4701e+006,40069.9
1880,3300,6.3901e+006,40080.2
1880.5,3300,6.3901e+006,40090.9
1881,3300,6.3901e+006,40101.2
1881.5,3300,6.3101e+006,40111.4
1882,3300,6.3101e+006,40122.1
1882.5,3300,6.3101e+006,40132.4
1883,3300,6.3101e+006,40142.7
1883.5,3300,6.3101e+006,40153
1884,3300,6.3101e+006,40163.2
1884.5,3300,6.2301e+006,40173.5
1885,3300,6.2301e+006,40183.8
1885.5,3300,6.2301e+006,40194.1
1886,3300,6.3101e+006,40204.7
1886.5,3300,6.3101e+006,40215.8
1887,3300,6.3101e+006,40226.9
1887.5,3300,6.79e+006,40238.4
1888,3300,6.79e+006,40249.8
1888.5,3300,6.79e+006,40261.3
1889,3300,6.8699e+006,40272.4
1889.5,3300,6.8699e+006,40283.8
1890,3300,6.8699e+006,40295.3
1890.5,3300,6.9499e+006,40306.8
1891,3300,6.9499e+006,40317.8
1891.5,3300,6.9499e+006,40328.5
1892,3300,6.55e+006,40339.2
1892.5,3300,6.55e+006,40349.9
1893,3300,6.55e+006,40360.1
1893.5,3300,6.3101e+006,40370.4
1894,3300,6.3101e+006,40380.3
1894.5,3300,6.3101e+006,40390.6
1895,3300,6.1502e+006,40400.9
1895.5,3300,6.1502e+006,40411.1
1896,3300,6.1502e+006,40421.8
1896.5,3300,6.3901e+006,40432.5
1897,3300,6.3901e+006,40443.2
1897.5,3300,6.3901e+006,40454.2
1898,3300,6.63e+006,40465.3
1898.5,3300,6.63e+006,40476
1899,3300,6.63e+006,40486.7
1899.5,3300,6.4701e+006,40497.3
1900,3300,6.4701e+006,40507.6
1900.5,3300,6.4701e+006,40517.9
1901,3300,6.3101e+006,40528.6
1901.5,3300,6.3101e+006,40538.9
1902,3300,6.3101e+006,40549.1
1902.5,3300,6.3101e+006,40559.8
1903,3300,6.3101e+006,40570.5
1903.5,3300,6.3101e+006,40581.6
1904,3300,6.55e+006,40592.2
1904.5,3300,6.55e+006,40603.3
1905,3300,6.55e+006,40614
1905.5,3300,6.63e+006,40625.1
1906,3300,6.63e+006,40636.1
1906.5,3300,6.63e+006,40647.2
1907,3300,6.71e+006,40658.3
1907.5,3300,6.71e+006,40668.9
1908,3300,6.71e+006,40679.6
1908.5,3300,6.4701e+006,40690.3
1909,3300,6.4701e+006,40701.4
1909.5,3300,6.4701e+006,40712
1910,3300,6.4701e+006,40722.3
1910.5,3300,6.4701e+006,40733
1911,3300,6.4701e+006,40743.7
1911.5,3300,6.4701e+006,40754.4
1912,3300,6.4701e+006,40765
1912.5,3300,6.4701e+006,40776.1
1913,3300,6.4701e+006,40786.4
1913.5,3300,6.4701e+006,40797.1
1914,3300,6.4701e+006,40807.3
1914.5,3300,6.3101e+006,40817.6
1915,3300,6.3101e+006,40828.3
1915.5,3300,6.3101e+006,40838.6
1916,3300,6.3101e+006,40848.8
1916.5,3300,6.3101e+006,40859.5
1917,3300,6.3101e+006,40870.2
1917.5,3300,6.55e+006,40881.3
1918,3300,6.55e+006,40892.3
1918.5,3300,6.55e+006,40903
1919,3300,6.55e+006,40913.7
1919.5,3300,6.55e+006,40925.2
1920,3300,6.55e+006,40936.2
1920.5,3300,6.71e+006,40946.9
1921,3300,6.71e+006,40958
1921.5,3300,6.71e+006,40969.1
1922,3300,6.71e+006,40980.1
1922.5,3300,6.71e+006,40991.2
1923,3300,6.71e+006,41001.9
1923.5,3300,6.63e+006,41012.9
1924,3300,6.63e+006,41022.8
1924.5,3300,6.63e+006,41033.1
1925,3300,6.1502e+006,41043.4
1925.5,3300,6.1502e+006,41053.7
1926,3300,6.1502e+006,41063.9
1926.5,3300,6.2301e+006,41074.2
1927,3300,6.2301e+006,41084.5
1927.5,3300,6.2301e+006,41095.2
1928,3300,6.3901e+006,41105.9
1928.5,3300,6.3901e+006,41116.5
1929,3300,6.3901e+006,41127.2
1929.5,3300,6.4701e+006,41137.9
1930,3300,6.4701e+006,41149
1930.5,3300,6.4701e+006,41160
1931,3300,6.63e+006,41170.7
1931.5,3300,6.63e+006,41181.4
1932,3300,6.63e+006,41192.1
1932.5,3300,6.55e+006,41203.1
1933,3300,6.55e+006,41213.4
1933.5,3300,6.55e+006,41224.1
1934,3300,6.3101e+006,41234.4
1934.5,3300,6.3101e+006,41245
1935,3300,6.3101e+006,41255.3
1935.5,3300,6.3901e+006,41266
1936,3300,6.3901e+006,41277.1
1936.5,3300,6.3901e+006,41288.1
1937,3300,6.79e+006,41299.6
1937.5,3300,6.79e+006,41311.1
1938,3300,6.79e+006,41322.5
1938.5,3300,6.9499e+006,41334
1939,3300,6.9499e+006,41345.5
1939.5,3300,6.9499e+006,41356.5
1940,3300,6.71e+006,41367.2
1940.5,3300,6.71e+006,41377.5
1941,3300,6.71e+006,41388.2
1941.5,3300,6.3101e+006,41398.4
1942,3300,6.3101e+006,41408.7
1942.5,3300,6.3101e+006,41419
1943,3300,6.1502e+006,41428.9
1943.5,3300,6.1502e+006,41438.8
1944,3300,6.1502e+006,41449.1
1944.5,3300,6.1502e+006,41459.3
1945,3300,6.1502e+006,41469.6
1945.5,3300,6.1502e+006,41479.9
1946,3300,6.2301e+006,41490.2
1946.5,3300,6.2301e+006,41500.9
1947,3300,6.2301e+006,41511.5
1947.5,3300,6.4701e+006,41522.2
1948,3300,6.4701e+006,41532.9
1948.5,3300,6.4701e+006,41543.6
1949,3300,6.4701e+006,41554.2
1949.5,3300,6.4701e+006,41565.3
1950,3300,6.4701e+006,41576
1950.5,3300,6.63e+006,41587
1951,3300,6.63e+006,41597.7
1951.5,3300,6.63e+006,41608.8
1952,3300,6.55e+006,41619.5
1952.5,3300,6.55e+006,41630.9
1953,3300,6.55e+006,41642
1953.5,3300,6.79e+006,41653.1
1954,3300,6.79e+006,41664.2
1954.5,3300,6.79e+006,41675.2
1955,3300,6.71e+006,41686.3
1955.5,3300,6.71e+006,41697.4
1956,3300,6.71e+006,41708.4
1956.5,3300,6.63e+006,41719.1
1957,3300,6.63e+006,41729.8
1957.5,3300,6.63e+006,41740.9
1958,3300,6.63e+006,41751.9
1958.5,3300,6.63e+006,41762.6
1959,3300,6.63e+006,41772.9
1959.5,3300,6.3101e+006,41783.2
1960,3300,6.3101e+006,41793.4
1960.5,3300,6.3101e+006,41803.7
1961,3300,6.2301e+006,41814
1961.5,3300,6.2301e+006,41824.3
1962,3300,6.2301e+006,41835
1962.5,3300,6.3101e+006,41845.2
1963,3300,6.3101e+006,41855.5
1963.5,3300,6.3101e+006,41865.8
1964,3300,6.2301e+006,41876.1
1964.5,3300,6.2301e+006,41886.4
1965,3300,6.2301e+006,41896.6
1965.5,3300,6.2301e+006,41906.9
1966,3300,6.2301e+006,41917.6
1966.5,3300,6.2301e+006,41927.9
1967,3300,6.3901e+006,41938.6
1967.5,3300,6.3901e+006,41949.2
1968,3300,6.3901e+006,41959.9
1968.5,3300,6.55e+006,41971
1969,3300,6.55e+006,41982.4
1969.5,3300,6.55e+006,41993.9
1970,3300,6.9499e+006,42005.4
1970.5,3300,6.9499e+006,42016.8
1971,3300,6.9499e+006,42028.3
1971.5,3300,6.9499e+006,42039.8
1972,3300,6.9499e+006,42050.8
1972.5,3300,6.9499e+006,42062.3
1973,3300,6.71e+006,42073
1973.5,3300,6.71e+006,42083.7
1974,3300,6.71e+006,42093.9
1974.5,3300,6.3101e+006,42104.2
1975,3300,6.3101e+006,42114.5
1975.5,3300,6.3101e+006,42124.8
1976,3300,6.1502e+006,42134.7
1976.5,3300,6.1502e+006,42144.9
1977,3300,6.1502e+006,42156
1977.5,3300,6.55e+006,42167.1
1978,3300,6.55e+006,42177.8
1978.5,3300,6.55e+006,42188.4
1979,3300,6.4701e+006,42199.1
1979.5,3300,6.4701e+006,42209.8
1980,3300,6.4701e+006,42220.1
1980.5,3300,6.3901e+006,42230.8
1981,3300,6.3901e+006,42241
1981.5,3300,6.3901e+006,42251.3
1982,3300,6.3101e+006,42262
1982.5,3300,6.3101e+006,42272.3
1983,3300,6.3101e+006,42282.5
1983.5,3300,6.2301e+006,42292.8
1984,3300,6.2301e+006,42303.5
1984.5,3300,6.2301e+006,42313.4
1985,3300,6.3101e+006,42324.1
1985.5,3300,6.3101e+006,42335.1
1986,3300,6.3101e+006,42346.2
1986.5,3300,6.71e+006,42357.3
1987,3300,6.71e+006,42368.3
1987.5,3300,6.71e+006,42379.8
1988,3300,6.8699e+006,42391.3
1988.5,3300,6.8699e+006,42402.4
1989,3300,6.8699e+006,42413.8
1989.5,3300,6.71e+006,42424.5
1990,3300,6.71e+006,42435.6
1990.5,3300,6.71e+006,42446.6
1991,3300,6.63e+006,42457.3
1991.5,3300,6.63e+006,42468
1992,3300,6.63e+006,42478.3
1992.5,3300,6.3101e+006,42488.5
1993,3300,6.3101e+006,42498.8
1993.5,3300,6.3101e+006,42509.5
1994,3300,6.3101e+006,42519.8
1994.5,3300,6.3101e+006,42530.1
1995,3300,6.3101e+006,42540.7
1995.5,3300,6.3101e+006,42551
1996,3300,6.3101e+006,42561.3
1996.5,3300,6.3101e+006,42572
1997,3300,6.3901e+006,42582.6
1997.5,3300,6.3901e+006,42593.7
1998,3300,6.3901e+006,42604.8
1998.5,3300,6.63e+006,42615.5
1999,3300,6.63e+006,42626.1
1999.5,3300,6.63e+006,42636.8
2000,3300,6.3901e+006,42647.1
2000.5,3300,6.3901e+006,42657.8
2001,3300,6.3901e+006,42668.1
2001.5,3300,6.4701e+006,42679.1
2002,3300,6.4701e+006,42689.8
2002.5,3300,6.4701e+006,42700.9
2003,3300,6.63e+006,42711.9
2003.5,3300,6.63e+006,42722.6
2004,3300,6.63e+006,42733.7
2004.5,3300,6.55e+006,42744.4
2005,3300,6.55e+006,42755.4
2005.5,3300,6.55e+006,42766.1
2006,3300,6.55e+006,42776.8
2006.5,3300,6.55e+006,42787.1
2007,3300,6.55e+006,42797.7
2007.5,3300,6.3901e+006,42808.4
2008,3300,6.3901e+006,42819.5
2008.5,3300,6.3901e+006,42829.4
2009,3300,6.3101e+006,42839.7
2009.5,3300,6.3101e+006,42850.3
2010,3300,6.3101e+006,42861.4
2010.5,3300,6.55e+006,42872.1
2011,3300,6.55e+006,42883.1
2011.5,3300,6.55e+006,42893.8
2012,3300,6.55e+006,42904.5
2012.5,3300,6.55e+006,42915.2
2013,3300,6.55e+006,42925.9
2013.5,3300,6.4701e+006,42936.5
2014,3300,6.4701e+006,42946.8
2014.5,3300,6.4701e+006,42957.1
2015,3300,6.2301e+006,42967.4
2015.5,3300,6.2301e+006,42978
2016,3300,6.2301e+006,42988.3
2016.5,3300,6.3901e+006,42999
2017,3300,6.3901e+006,43009.7
2017.5,3300,6.3901e+006,43020.7
2018,3300,6.79e+006,43032.6
2018.5,3300,6.79e+006,43043.7
2019,3300,6.79e+006,43054.8
2019.5,3300,6.79e+006,43066.2
2020,3300,6.79e+006,43077.3
2020.5,3300,6.79e+006,43088
2021,3300,6.63e+006,43099
2021.5,3300,6.63e+006,43110.1
2022,3300,6.63e+006,43121.2
2022.5,3300,6.55e+006,43131.5
2023,3300,6.55e+006,43141.7
2023.5,3300,6.55e+006,43152
2024,3300,6.2301e+006,43162.3
2024.5,3300,6.2301e+006,43172.2
2025,3300,6.2301e+006,43182.1
2025.5,3300,6.0702e+006,43192.3
2026,3300,6.0702e+006,43202.6
2026.5,3300,6.0702e+006,43213.3
2027,3300,6.3101e+006,43223.6
2027.5,3300,6.3101e+006,43234.7
2028,3300,6.3101e+006,43245.3
2028.5,3300,6.55e+006,43256
2029,3300,6.55e+006,43266.7
2029.5,3300,6.55e+006,43277.4
2030,3300,6.55e+006,43288.4
2030.5,3300,6.55e+006,43299.5
2031,3300,6.55e+006,43310.2
2031.5,3300,6.55e+006,43320.8
2032,3300,6.55e+006,43331.9
2032.5,3300,6.55e+006,43342.2
2033,3300,6.4701e+006,43352.9
2033.5,3300,6.4701e+006,43363.6
2034,3300,6.4701e+006,43373.8
2034.5,3300,6.4701e+006,43384.9
2035,3300,6.4701e+006,43396
2035.5,3300,6.4701e+006,43406.6
2036,3300,6.63e+006,43417.7
2036.5,3300,6.63e+006,43429.2
2037,3300,6.63e+006,43440.7
2037.5,3300,6.9499e+006,43452.1
2038,3300,6.9499e+006,43464
2038.5,3300,6.9499e+006,43475.1
2039,3300,6.79e+006,43485.7
2039.5,3300,6.79e+006,43496
2040,3300,6.79e+006,43506.3
2040.5,3300,6.3101e+006,43517
2041,3300,6.3101e+006,43527.2
2041.5,3300,6.3101e+006,43537.1
2042,3300,6.0702e+006,43547
2042.5,3300,6.0702e+006,43557.3
2043,3300,6.0702e+006,43568
2043.5,3300,6.3101e+006,43578.3
2044,3300,6.3101e+006,43588.5
2044.5,3300,6.3101e+006,43598.4
2045,3300,6.1502e+006,43608.7
2045.5,3300,6.1502e+006,43619.4
2046,3300,6.1502e+006,43629.6
2046.5,3300,6.3901e+006,43640.3
2047,3300,6.3901e+006,43651
2047.5,3300,6.3901e+006,43661.7
2048,3300,6.4701e+006,43672.4
2048.5,3300,6.4701e+006,43683
2049,3300,6.4701e+006,43693.7
2049.5,3300,6.55e+006,43704.8
2050,3300,6.55e+006,43715.5
2050.5,3300,6.55e+006,43726.5
2051,3300,6.71e+006,43738
2051.5,3300,6.71e+006,43749.5
2052,3300,6.71e+006,43760.5
2052.5,3300,6.8699e+006,43772
2053,3300,6.8699e+006,43783.1
2053.5,3300,6.8699e+006,43794.1
2054,3300,6.71e+006,43805.2
2054.5,3300,6.71e+006,43816.3
2055,3300,6.71e+006,43827
2055.5,3300,6.55e+006,43837.6
2056,3300,6.55e+006,43847.9
2056.5,3300,6.55e+006,43858.6
2057,3300,6.3901e+006,43869.3
2057.5,3300,6.3901e+006,43879.9
2058,3300,6.3901e+006,43890.6
2058.5,3300,6.3901e+006,43900.9
2059,3300,6.3901e+006,43911.6
2059.5,3300,6.3901e+006,43921.8
2060,3300,6.3901e+006,43932.5
2060.5,3300,6.3901e+006,43942.8
2061,3300,6.3901e+006,43953.5
2061.5,3300,6.3101e+006,43963.8
2062,3300,6.3101e+006,43974
2062.5,3300,6.3101e+006,43984.7
2063,3300,6.3101e+006,43995
2063.5,3300,6.3101e+006,44005.3
2064,3300,6.3101e+006,44015.6
2064.5,3300,6.2301e+006,44025.8
2065,3300,6.2301e+006,44036.1
2065.5,3300,6.2301e+006,44046.4
2066,3300,6.2301e+006,44056.7
2066.5,3300,6.2301e+006,44067.3
2067,3300,6.2301e+006,44078.4
2067.5,3300,6.63e+006,44089.5
2068,3300,6.63e+006,44101
2068.5,3300,6.63e+006,44112.4
2069,3300,6.8699e+006,44123.5
2069.5,3300,6.8699e+006,44135
2070,3300,6.8699e+006,44146.4
2070.5,3300,7.0299e+006,44158.3
2071,3300,7.0299e+006,44169.4
2071.5,3300,7.0299e+006,44180.4
2072,3300,6.63e+006,44191.1
2072.5,3300,6.63e+006,44201.8
2073,3300,6.63e+006,44212.5
2073.5,3300,6.3901e+006,44222.7
2074,3300,6.3901e+006,44233
2074.5,3300,6.3901e+006,44242.9
2075,3300,6.1502e+006,44253.2
2075.5,3300,6.1502e+006,44263.5
2076,3300,6.1502e+006,44273.7
2076.5,3300,6.3101e+006,44284.4
2077,3300,6.3101e+006,44295.5
2077.5,3300,6.3101e+006,44306.6
2078,3300,6.63e+006,44317.2
2078.5,3300,6.63e+006,44327.9
2079,3300,6.63e+006,44338.6
2079.5,3300,6.4701e+006,44349.3
2080,3300,6.4701e+006,44359.5
2080.5,3300,6.4701e+006,44370.2
2081,3300,6.3101e+006,44380.5
2081.5,3300,6.3101e+006,44391.2
2082,3300,6.3101e+006,44401.5
2082.5,3300,6.3101e+006,44411.7
2083,3300,6.3101e+006,44422
2083.5,3300,6.3101e+006,44432.7
2084,3300,6.4701e+006,44443.8
2084.5,3300,6.4701e+006,44454.4
2085,3300,6.4701e+006,44465.5
2085.5,3300,6.55e+006,44476.2
2086,3300,6.55e+006,44487.3
2086.5,3300,6.55e+006,44498.7
2087,3300,6.79e+006,44509.8
2087.5,3300,6.79e+006,44521.3
2088,3300,6.79e+006,44531.9
2088.5,3300,6.63e+006,44542.6
2089,3300,6.63e+006,44553.7
2089.5,3300,6.63e+006,44564.4
2090,3300,6.55e+006,44575
2090.5,3300,6.55e+006,44585.7
2091,3300,6.55e+006,44596
2091.5,3300,6.3901e+006,44606.7
2092,3300,6.3901e+006,44617.3
2092.5,3300,6.3901e+006,44628
2093,3300,6.4701e+006,44638.7
2093.5,3300,6.4701e+006,44649
2094,3300,6.4701e+006,44659.7
2094.5,3300,6.3101e+006,44669.9
2095,3300,6.3101e+006,44680.2
2095.5,3300,6.3101e+006,44690.9
2096,3300,6.3101e+006,44701.2
2096.5,3300,6.3101e+006,44711.8
2097,3300,6.3101e+006,44722.5
